Address,Value,Instruction
0x0DAE,0x7972,Instruction::ALU(AluAttributes { opcode: OpNrshiftT, r2pc: true, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: -2 })
0x0DB0,0xBE88,Instruction::Literal(0x3E88)
0x0DB2,0x6C00,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x0DB4,0x8050,Instruction::Literal(0x0050)
0x0DB6,0x46C0,Instruction::Call(0x06C0)
0x0DB8,0xBE86,Instruction::Literal(0x3E86)
0x0DBA,0x6023,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x0DBC,0x6103,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0DBE,0x6103,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0DC0,0x8000,Instruction::Literal(0x0000)
0x0DC2,0xBE84,Instruction::Literal(0x3E84)
0x0DC4,0x6023,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x0DC6,0x710F,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: -1 })
0x0DC8,0x0DAA,Instruction::Jump(0x0DAA)
0x0DCA,0x6106,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 1, d_dir: -2 })
0x0DCC,0x6F62,Instruction::ALU(AluAttributes { opcode: OpNuleT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: -2 })
0x0DCE,0x7472,Instruction::ALU(AluAttributes { opcode: OpTorN, r2pc: true, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: -2 })
0x0DD0,0x0032,Instruction::Jump(0x0032)
0x0DD2,0x4520,Instruction::Call(0x0520)
0x0DD4,0x710F,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: -1 })
0x0DD6,0x0DCA,Instruction::Jump(0x0DCA)
0x0DD8,0x6106,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 1, d_dir: -2 })
0x0DDA,0x6F62,Instruction::ALU(AluAttributes { opcode: OpNuleT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: -2 })
0x0DDC,0x7472,Instruction::ALU(AluAttributes { opcode: OpTorN, r2pc: true, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: -2 })
0x0DDE,0x0031,Instruction::Jump(0x0031)
0x0DE0,0x44F1,Instruction::Call(0x04F1)
0x0DE2,0x4532,Instruction::Call(0x0532)
0x0DE4,0x803F,Instruction::Literal(0x003F)
0x0DE6,0x44D8,Instruction::Call(0x04D8)
0x0DE8,0x4519,Instruction::Call(0x0519)
0x0DEA,0xBE8C,Instruction::Literal(0x3E8C)
0x0DEC,0x43CF,Instruction::Call(0x03CF)
0x0DEE,0x06E9,Instruction::Jump(0x06E9)
0x0DF0,0x0DD8,Instruction::Jump(0x0DD8)
0x0DF2,0x3C49,Instruction::Conditional(0x1C49)
0x0DF4,0x613F,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: -1, d_dir: -1 })
0x0DF6,0x6F62,Instruction::ALU(AluAttributes { opcode: OpNuleT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: -2 })
0x0DF8,0x7472,Instruction::ALU(AluAttributes { opcode: OpTorN, r2pc: true, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: -2 })
0x0DFA,0x3E22,Instruction::Conditional(0x1E22)
0x0DFC,0x2701,Instruction::Conditional(0x0701)
0x0DFE,0x4520,Instruction::Call(0x0520)
0x0E00,0x06F0,Instruction::Jump(0x06F0)
0x0E02,0x06E9,Instruction::Jump(0x06E9)
0x0E04,0x0DF2,Instruction::Jump(0x0DF2)
0x0E06,0x6606,Instruction::ALU(AluAttributes { opcode: OpNotT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 1, d_dir: -2 })
0x0E08,0x726F,Instruction::ALU(AluAttributes { opcode: OpTplusN, r2pc: true, t2n: false, t2r: true, n2_at_t: true, r_dir: -1, d_dir: -1 })
0x0E0A,0x6567,Instruction::ALU(AluAttributes { opcode: OpTxorN, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 1, d_dir: -1 })
0x0E0C,0x0074,Instruction::Jump(0x0074)
0x0E0E,0x4614,Instruction::Call(0x0614)
0x0E10,0x4690,Instruction::Call(0x0690)
0x0E12,0x426A,Instruction::Call(0x026A)
0x0E14,0x2719,Instruction::Conditional(0x0719)
0x0E16,0x4364,Instruction::Call(0x0364)
0x0E18,0x6081,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
0x0E1A,0xBEAC,Instruction::Literal(0x3EAC)
0x0E1C,0x6023,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x0E1E,0x6103,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0E20,0x6C00,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x0E22,0x6081,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
0x0E24,0xBE90,Instruction::Literal(0x3E90)
0x0E26,0x6023,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x0E28,0x6103,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0E2A,0xBEAE,Instruction::Literal(0x3EAE)
0x0E2C,0x6023,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x0E2E,0x6103,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0E30,0x710F,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: -1 })
0x0E32,0x06F0,Instruction::Jump(0x06F0)
0x0E34,0x0E06,Instruction::Jump(0x0E06)
0x0E36,0x240A,Instruction::Conditional(0x040A)
0x0E38,0x6E69,Instruction::ALU(AluAttributes { opcode: OpDepth, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: -2, d_dir: 1 })
0x0E3A,0x6574,Instruction::ALU(AluAttributes { opcode: OpTxorN, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 1, d_dir: 0 })
0x0E3C,0x7072,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: true, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: -2 })
0x0E3E,0x6572,Instruction::ALU(AluAttributes { opcode: OpTxorN, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: -2 })
0x0E40,0x0074,Instruction::Jump(0x0074)
0x0E42,0x4690,Instruction::Call(0x0690)
0x0E44,0x426A,Instruction::Call(0x026A)
0x0E46,0x2731,Instruction::Conditional(0x0731)
0x0E48,0x6C00,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x0E4A,0x8040,Instruction::Literal(0x0040)
0x0E4C,0x6303,Instruction::ALU(AluAttributes { opcode: OpTandN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0E4E,0x46FE,Instruction::Call(0x06FE)
0x0E50,0x630C,Instruction::ALU(AluAttributes { opcode: OpTandN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: 0 })
0x0E52,0x6D6F,Instruction::ALU(AluAttributes { opcode: OpNlshiftT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: -1, d_dir: -1 })
0x0E54,0x6970,Instruction::ALU(AluAttributes { opcode: OpNrshiftT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: 0 })
0x0E56,0x656C,Instruction::ALU(AluAttributes { opcode: OpTxorN, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: -1, d_dir: 0 })
0x0E58,0x6F2D,Instruction::ALU(AluAttributes { opcode: OpNuleT, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: -1, d_dir: 1 })
0x0E5A,0x6C6E,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: -1, d_dir: -2 })
0x0E5C,0x0079,Instruction::Jump(0x0079)
0x0E5E,0x0178,Instruction::Jump(0x0178)
0x0E60,0x0735,Instruction::Jump(0x0735)
0x0E62,0x4472,Instruction::Call(0x0472)
0x0E64,0x2734,Instruction::Conditional(0x0734)
0x0E66,0x700C,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: 0 })
0x0E68,0x06F0,Instruction::Jump(0x06F0)
0x0E6A,0x0E36,Instruction::Jump(0x0E36)
0x0E6C,0x5B81,Instruction::Call(0x1B81)
0x0E6E,0x8E42,Instruction::Literal(0x0E42)
0x0E70,0xBE8A,Instruction::Literal(0x3E8A)
0x0E72,0x6023,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x0E74,0x710F,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: -1 })
0x0E76,0x0E6C,Instruction::Jump(0x0E6C)
0x0E78,0x2E03,Instruction::Conditional(0x0E03)
0x0E7A,0x6B6F,Instruction::ALU(AluAttributes { opcode: OpR, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: -1, d_dir: -1 })
0x0E7C,0x8E42,Instruction::Literal(0x0E42)
0x0E7E,0xBE8A,Instruction::Literal(0x3E8A)
0x0E80,0x6C00,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x0E82,0x6703,Instruction::ALU(AluAttributes { opcode: OpNeqT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0E84,0x2746,Instruction::Conditional(0x0746)
0x0E86,0x4537,Instruction::Call(0x0537)
0x0E88,0x2003,Instruction::Conditional(0x0003)
0x0E8A,0x6B6F,Instruction::ALU(AluAttributes { opcode: OpR, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: -1, d_dir: -1 })
0x0E8C,0x0519,Instruction::Jump(0x0519)
0x0E8E,0x0E78,Instruction::Jump(0x0E78)
0x0E90,0x6504,Instruction::ALU(AluAttributes { opcode: OpTxorN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 1, d_dir: 0 })
0x0E92,0x6176,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 1, d_dir: -2 })
0x0E94,0x006C,Instruction::Jump(0x006C)
0x0E96,0x4614,Instruction::Call(0x0614)
0x0E98,0x6081,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
0x0E9A,0x4183,Instruction::Call(0x0183)
0x0E9C,0x2752,Instruction::Conditional(0x0752)
0x0E9E,0xBE8A,Instruction::Literal(0x3E8A)
0x0EA0,0x43CF,Instruction::Call(0x03CF)
0x0EA2,0x074B,Instruction::Jump(0x074B)
0x0EA4,0x6103,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0EA6,0x073E,Instruction::Jump(0x073E)
0x0EA8,0x0E90,Instruction::Jump(0x0E90)
0x0EAA,0x2445,Instruction::Conditional(0x0445)
0x0EAC,0x7665,Instruction::ALU(AluAttributes { opcode: OpNotT, r2pc: true, t2n: false, t2r: true, n2_at_t: true, r_dir: 1, d_dir: 1 })
0x0EAE,0x6C61,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: 1 })
0x0EB0,0xBE84,Instruction::Literal(0x3E84)
0x0EB2,0x6C00,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x0EB4,0x6147,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: true, n2_at_t: false, r_dir: 1, d_dir: -1 })
0x0EB6,0xBE86,Instruction::Literal(0x3E86)
0x0EB8,0x6C00,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x0EBA,0x6147,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: true, n2_at_t: false, r_dir: 1, d_dir: -1 })
0x0EBC,0xBE88,Instruction::Literal(0x3E88)
0x0EBE,0x6C00,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x0EC0,0x6147,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: true, n2_at_t: false, r_dir: 1, d_dir: -1 })
0x0EC2,0xBE84,Instruction::Literal(0x3E84)
0x0EC4,0x8000,Instruction::Literal(0x0000)
0x0EC6,0x6180,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x0EC8,0x6023,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x0ECA,0x6103,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0ECC,0xBE86,Instruction::Literal(0x3E86)
0x0ECE,0x6023,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x0ED0,0x6103,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0ED2,0xBE88,Instruction::Literal(0x3E88)
0x0ED4,0x6023,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x0ED6,0x6103,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0ED8,0x474B,Instruction::Call(0x074B)
0x0EDA,0x6B8D,Instruction::ALU(AluAttributes { opcode: OpR, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: -1, d_dir: 1 })
0x0EDC,0xBE88,Instruction::Literal(0x3E88)
0x0EDE,0x6023,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x0EE0,0x6103,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0EE2,0x6B8D,Instruction::ALU(AluAttributes { opcode: OpR, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: -1, d_dir: 1 })
0x0EE4,0xBE86,Instruction::Literal(0x3E86)
0x0EE6,0x6023,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x0EE8,0x6103,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0EEA,0x6B8D,Instruction::ALU(AluAttributes { opcode: OpR, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: -1, d_dir: 1 })
0x0EEC,0xBE84,Instruction::Literal(0x3E84)
0x0EEE,0x6023,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x0EF0,0x710F,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: -1 })
0x0EF2,0x0EAA,Instruction::Jump(0x0EAA)
0x0EF4,0x7006,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: 1, d_dir: -2 })
0x0EF6,0x6572,Instruction::ALU(AluAttributes { opcode: OpTxorN, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: -2 })
0x0EF8,0x6573,Instruction::ALU(AluAttributes { opcode: OpTxorN, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x0EFA,0x0074,Instruction::Jump(0x0074)
0x0EFC,0xBF00,Instruction::Literal(0x3F00)
0x0EFE,0xBE86,Instruction::Literal(0x3E86)
0x0F00,0x435E,Instruction::Call(0x035E)
0x0F02,0x6023,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x0F04,0x710F,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: -1 })
0x0F06,0x0EF4,Instruction::Jump(0x0EF4)
0x0F08,0x7104,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: 1, d_dir: 0 })
0x0F0A,0x6975,Instruction::ALU(AluAttributes { opcode: OpNrshiftT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 1, d_dir: 1 })
0x0F0C,0x0074,Instruction::Jump(0x0074)
0x0F0E,0x4737,Instruction::Call(0x0737)
0x0F10,0x46D8,Instruction::Call(0x06D8)
0x0F12,0x474B,Instruction::Call(0x074B)
0x0F14,0x0788,Instruction::Jump(0x0788)
0x0F16,0x700C,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: 0 })
0x0F18,0x0F08,Instruction::Jump(0x0F08)
0x0F1A,0x6105,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 1, d_dir: 1 })
0x0F1C,0x6F62,Instruction::ALU(AluAttributes { opcode: OpNuleT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: -2 })
0x0F1E,0x7472,Instruction::ALU(AluAttributes { opcode: OpTorN, r2pc: true, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: -2 })
0x0F20,0x6103,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0F22,0x477E,Instruction::Call(0x077E)
0x0F24,0x473E,Instruction::Call(0x073E)
0x0F26,0x0787,Instruction::Jump(0x0787)
0x0F28,0x0F1A,Instruction::Jump(0x0F1A)
0x0F2A,0x2701,Instruction::Conditional(0x0701)
0x0F2C,0x4614,Instruction::Call(0x0614)
0x0F2E,0x4690,Instruction::Call(0x0690)
0x0F30,0x279A,Instruction::Conditional(0x079A)
0x0F32,0x700C,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: 0 })
0x0F34,0x06F0,Instruction::Jump(0x06F0)
0x0F36,0x0F2A,Instruction::Jump(0x0F2A)
0x0F38,0x6105,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 1, d_dir: 1 })
0x0F3A,0x6C6C,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: -1, d_dir: 0 })
0x0F3C,0x746F,Instruction::ALU(AluAttributes { opcode: OpTorN, r2pc: true, t2n: false, t2r: true, n2_at_t: true, r_dir: -1, d_dir: -1 })
0x0F3E,0x43AE,Instruction::Call(0x03AE)
0x0F40,0xBEAC,Instruction::Literal(0x3EAC)
0x0F42,0x0383,Instruction::Jump(0x0383)
0x0F44,0x0F38,Instruction::Jump(0x0F38)
0x0F46,0x2C01,Instruction::Conditional(0x0C01)
0x0F48,0x43A7,Instruction::Call(0x03A7)
0x0F4A,0x6081,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
0x0F4C,0x435E,Instruction::Call(0x035E)
0x0F4E,0xBEAC,Instruction::Literal(0x3EAC)
0x0F50,0x6023,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x0F52,0x6103,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0F54,0x6023,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: false, t2r: false, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x0F56,0x710F,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: true, t2n: false, t2r: false, n2_at_t: false, r_dir: -1, d_dir: -1 })
0x0F58,0x0F46,Instruction::Jump(0x0F46)
0x0F5A,0x6345,Instruction::ALU(AluAttributes { opcode: OpTandN, r2pc: false, t2n: false, t2r: true, n2_at_t: false, r_dir: 1, d_dir: 1 })
0x0F5C,0x6C61,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: 1 })
0x0F5E,0x2C6C,Instruction::Conditional(0x0C6C)
0x0F60,0x8001,Instruction::Literal(0x0001)
0x0F62,0x6903,Instruction::ALU(AluAttributes { opcode: OpNrshiftT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0F64,0xC000,Instruction::Literal(0x4000)
0x0F66,0x6403,Instruction::ALU(AluAttributes { opcode: OpTorN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0F68,0x07A4,Instruction::Jump(0x07A4)
0x0F6A,0x0F5A,Instruction::Jump(0x0F5A)
0x0F6C,0x3F47,Instruction::Conditional(0x1F47)
0x0F6E,0x7262,Instruction::ALU(AluAttributes { opcode: OpTplusN, r2pc: true, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: -2 })
0x0F70,0x6E61,Instruction::ALU(AluAttributes { opcode: OpDepth, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: 1 })
0x0F72,0x6863,Instruction::ALU(AluAttributes { opcode: OpNleT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x0F74,0x8001,Instruction::Literal(0x0001)
0x0F76,0x6903,Instruction::ALU(AluAttributes { opcode: OpNrshiftT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0F78,0xA000,Instruction::Literal(0x2000)
0x0F7A,0x6403,Instruction::ALU(AluAttributes { opcode: OpTorN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0F7C,0x07A4,Instruction::Jump(0x07A4)
0x0F7E,0x0F6C,Instruction::Jump(0x0F6C)
0x0F80,0x6246,Instruction::ALU(AluAttributes { opcode: OpTplusN, r2pc: false, t2n: false, t2r: true, n2_at_t: false, r_dir: 1, d_dir: -2 })
0x0F82,0x6172,Instruction::ALU(AluAttributes { opcode: OpN, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: -2 })
0x0F84,0x636E,Instruction::ALU(AluAttributes { opcode: OpTandN, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: -1, d_dir: -2 })
0x0F86,0x0068,Instruction::Jump(0x0068)
0x0F88,0x8001,Instruction::Literal(0x0001)
0x0F8A,0x6903,Instruction::ALU(AluAttributes { opcode: OpNrshiftT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0F8C,0x8000,Instruction::Literal(0x0000)
0x0F8E,0x6403,Instruction::ALU(AluAttributes { opcode: OpTorN, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: -1 })
0x0F90,0x07A4,Instruction::Jump(0x07A4)
0x0F92,0x0F80,Instruction::Jump(0x0F80)
0x0F94,0x5B89,Instruction::Call(0x1B89)
0x0F96,0x6F63,Instruction::ALU(AluAttributes { opcode: OpNuleT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: -1 })
0x0F98,0x706D,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: true, t2n: false, t2r: true, n2_at_t: true, r_dir: -1, d_dir: 1 })
0x0F9A,0x6C69,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: -2, d_dir: 1 })
0x0F9C,0x5D65,Instruction::Call(0x1D65)
0x0F9E,0x4796,Instruction::Call(0x0796)
0x0FA0,0x07B0,Instruction::Jump(0x07B0)
0x0FA2,0x0F94,Instruction::Jump(0x0F94)
0x0FA4,0x6347,Instruction::ALU(AluAttributes { opcode: OpTandN, r2pc: false, t2n: false, t2r: true, n2_at_t: false, r_dir: 1, d_dir: -1 })
0x0FA6,0x6D6F,Instruction::ALU(AluAttributes { opcode: OpNlshiftT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: -1, d_dir: -1 })
0x0FA8,0x6970,Instruction::ALU(AluAttributes { opcode: OpNrshiftT, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: 0, d_dir: 0 })
0x0FAA,0x656C,Instruction::ALU(AluAttributes { opcode: OpTxorN, r2pc: false, t2n: false, t2r: true, n2_at_t: true, r_dir: -1, d_dir: 0 })
0x0FAC,0x6B8D,Instruction::ALU(AluAttributes { opcode: OpR, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: -1, d_dir: 1 })
0x0FAE,0x6081,Instruction::ALU(AluAttributes { opcode: OpT, r2pc: false, t2n: true, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 1 })
0x0FB0,0x6C00,Instruction::ALU(AluAttributes { opcode: OpAtT, r2pc: false, t2n: false, t2r: false, n2_at_t: false, r_dir: 0, d_dir: 0 })
0x0FB2,0x47A4,Instruction::Call(0x07A4)
